date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
7/20/2015,22083,1611240287,1374,8457957,6155.718341,0.42083217,17581770.14,41778579.11,17200.57374,1.256102804,0.000220353,1,0.000175426,15471.41824,2.714086587,1.174832048,13100000.01,4.770915,2298.078544,13100000.01,2298.078544,75.24295021,63.46309822,6.29E-07,0.000175426,-28.0590474,-13.31657664,1.00223E+11,1.50802E+11,1.00223E+11,12317,28625,1331996888,233666.677,488654.0698,85.72255212,100,0.017542584,13987722749,2453808.055,0.043792281,0.040169821,0.048334717
7/21/2015,20440,1611240288,1380,7759057,5622.505072,0.41703424,17420123.97,41771448.24,18378.28023,1.200875144,0.0002087,1,0.00017379,14629.061,2.542384123,1.260753186,13270000.01,4.832235,2306.192949,13270000.01,2306.192949,79.33997848,62.65974228,6.28E-07,0.00017379,-27.68258673,-13.34080003,1.00237E+11,1.50816E+11,1.00237E+11,12182,27369,1263381305,219563.0035,360160.8571,62.59234581,100,0.017378997,9857242499,1713089.913,0.043790414,0.040170891,0.048198764
7/22/2015,25250,1611240288,1368,9849237,7199.734649,0.44826074,18734972.3,41794809.22,17478.73502,1.311350893,0.000245069,1,0.000186883,16730.21469,3.12659381,1.188617759,13060000.01,4.754855,2440.692838,13060000.01,2440.692838,47.50064267,66.73228217,6.73E-07,0.000186883,-13.85421512,-5.526061398,1.0025E+11,1.5083E+11,1.0025E+11,12758,39603,2110491562,394415.1331,421542.9397,78.77923686,38,0.007101556,16694365041,3119894.117,0.044117963,0.042532385,0.048409451
7/23/2015,25662,1611240288,1374,9784504,7121.181951,0.42797671,17884793.65,41789175.05,18647.95364,1.394630143,0.000248773,1,0.000178379,16120.52983,2.875571797,1.27369086,12910000.01,4.69974,2302.879144,12910000.01,2302.879144,84.39944014,63.6548592,6.44E-07,0.000178379,-20.05158115,-4.813343884,1.00263E+11,1.50843E+11,1.00263E+11,11559,44832,1187953562,211906.5437,347338.0734,61.9579864,7.6,0.001355684,15571860506,2777700.446,0.043949823,0.042235468,0.048838965
7/24/2015,25036,1611240288,1371,12026290,8771.911014,0.45315141,18945780.29,41808940.34,18185.15994,1.628420297,0.000307669,1,0.000188937,18256.21995,3.44927589,1.239369198,13020000.01,4.73916,2459.96007,13020000.01,2459.96007,74.73798213,67.02841494,6.53E-07,0.000188937,-12.49819819,3.744881715,1.00276E+11,1.50857E+11,1.00276E+11,11211,48793,1341695785,253496.0103,313942.8542,59.31542896,6.17,0.001165741,15318213685,2894177.725,0.044155311,0.043253836,0.049313459
7/25/2015,28337,1611240289,1377,13916834,10106.63326,0.45337923,18955216.67,41808745.57,18025.92363,1.765554486,0.000333701,1,0.000189006,20605.78641,3.894627066,1.233893243,13080000.01,4.76033,2472.204702,13080000.01,2472.204702,93.89595586,66.85933734,6.53E-07,0.000189006,-10.23308032,3.592251959,1.00289E+11,1.50871E+11,1.00289E+11,11671,58684,1068083440,201874.6867,230546.8406,43.5748458,4.62696004,0.000874525,13529410793,2557146.251,0.044137841,0.04325395,0.047784101
7/26/2015,45902,1611240289,1368,11902576,8700.71345,0.4549872,19018964.51,41801097.52,18289.41231,1.42841956,0.000270853,1,0.000189617,19370.79766,3.673038962,1.243746772,13110000.01,4.770915,2485.883218,13110000.01,2485.883218,51.57269158,66.44346397,6.46E-07,0.000189617,-13.12153805,3.482744798,1.00302E+11,1.50885E+11,1.00302E+11,13561,68920,1944863114,368779.7539,146200.6744,27.72218176,99.98599997,0.018959079,10076150482,1910612.767,0.044018485,0.04325176,0.042565959
7/27/2015,29191,1611240289,1362,12706939,9329.617474,0.44927985,18781485.84,41803535.17,18559.32789,1.568118898,0.000293593,1,0.000187226,20013.90149,3.747125033,1.256566482,12630000.01,4.59535,2364.665841,12630000.01,2364.665841,101.135909,65.40238522,6.36E-07,0.000187226,-12.08686091,-4.278656894,1.00314E+11,1.50898E+11,1.00314E+11,12763,42594,991877726.7,185705.4138,441035.5492,82.57337269,20.605,0.003857794,18785468184,3517130.236,0.043320857,0.041575273,0.042599051
7/28/2015,27737,1611240289,1372,11489619,8374.357872,0.45645287,19083168.61,41807533.56,18012.27181,1.380700987,0.000262621,1,0.000190209,18593.90019,3.53671919,1.228481787,13140000.01,4.780405,2499.340628,13140000.01,2499.340628,82.73160502,66.09070532,6.44E-07,0.000190209,-7.042210478,1.263388433,1.00328E+11,1.50912E+11,1.00328E+11,13467,65377,1212687649,230663.5851,262356.1536,49.90238916,3.60658097,0.000686003,17152058256,3262468.496,0.043333909,0.041019871,0.04177062
7/29/2015,27130,1611240289,1374,15761719,11471.41121,0.44557168,18627400.38,41805619.64,17141.60932,1.877379945,0.00034852,1,0.000185642,23039.20669,4.277038726,1.170804665,12980000.01,4.72164,2409.62996,12980000.01,2409.62996,56.68955753,64.23147289,6.40E-07,0.000185642,-9.284680889,-6.335561124,1.00341E+11,1.50926E+11,1.00341E+11,12272,58915,1770001036,328586.0957,271017.3487,50.3121358,4.6,0.000853952,15966987097,2964139.48,0.04335999,0.039985008,0.041056685
7/30/2015,26663,1611240290,1375,10169213,7395.791273,0.44921087,18771596.39,41787939.28,16844.54706,1.382628956,0.000258627,1,0.000187054,16890.19533,3.159385639,1.151352092,13090000.01,4.76106,2448.542319,13090000.01,2448.542319,81.9398098,64.55162635,6.49E-07,0.000187054,-2.646861739,-5.891812778,1.00354E+11,1.50939E+11,1.00354E+11,12216,51075,1224724170,229090.0655,184828.2598,34.57294237,7.28999999,0.001363627,9440103369,1765813.031,0.043275987,0.040014836,0.040345515
7/31/2015,25243,1611240290,1368,16578289,12118.63231,0.44539177,18612558.89,41789184.86,18664.66347,1.930015599,0.000357913,1,0.000185446,23772.00214,4.408419034,1.26926522,12880000.01,4.684045,2388.542491,12880000.01,2388.542491,80.82843147,63.81206867,6.52E-07,0.000185446,-8.9574705,-1.480142538,1.00367E+11,1.50953E+11,1.00367E+11,12317,51774,1241723286,230272.4246,218587.7751,40.53619476,3.8,0.000704694,11317163470,2098720.948,0.043093626,0.038800883,0.040016665
8/1/2015,33088,1611240290,1355,10725311,7915.358672,0.42546688,17778455.29,41785755.88,19750.39268,1.412129387,0.000250106,1,0.000177113,18059.72273,3.198604688,1.330335403,12840000.01,4.668715,2274.125956,12840000.01,2274.125956,71.01618944,60.72177294,6.29E-07,0.000177113,-15.17058008,-6.254238788,1.00379E+11,1.50967E+11,1.00379E+11,12789,59533,1413471862,250343.6953,259714.3544,45.99868802,7.86962509,0.00139381,15461574661,2738439.894,0.043122529,0.039666008,0.038698157
8/2/2015,45179,1611240291,1376,18358190,13341.70785,0.42007282,17549150.88,41776448.93,18770.0927,1.840327304,0.000321699,1,0.000174806,26962.63533,4.713219095,1.283899324,13010000.01,4.730035,2274.220591,13010000.01,2274.220591,67.00164241,59.54663858,6.19E-07,0.000174806,-15.31354584,-8.099914016,1.00392E+11,1.5098E+11,1.00392E+11,14651,72461,1498357233,261921.2045,200234.1786,35.00205163,42,0.007341834,14509168815,2536283.663,0.04299413,0.039677846,0.037893546
8/3/2015,25631,1611240291,1361,11242850,8260.727406,0.42702279,17834497.73,41764744.73,18784.83345,1.407621102,0.000250029,1,0.000177625,19143.64698,3.400390635,1.270900623,12930000.01,4.70047,2296.691481,12930000.01,2296.691481,75.80574051,60.29862444,6.29E-07,0.000177625,-11.4700029,-8.155495128,1.00405E+11,1.50994E+11,1.00405E+11,13600,33650,1324508208,235265.794,393473.6063,69.8907563,80.14,0.014234869,13240386852,2351823.95,0.043005328,0.039667787,0.037776549
8/4/2015,24074,1611240291,1383,9454920,6836.529284,0.4211133,17579488.78,41745270.87,18337.27955,1.248169881,0.000218508,1,0.000175063,17186.05109,3.008633749,1.260675186,12980000.01,4.71799,2272.311766,12980000.01,2272.311766,35.85615052,58.61228205,6.14E-07,0.000175063,-14.23961646,-11.28316991,1.00418E+11,1.51008E+11,1.00418E+11,13769,34056,2800588844,490278.1956,514660.4625,90.09776761,101,0.017681317,17527276710,3068369.574,0.042936094,0.039480444,0.037728665
8/5/2015,24332,1611240291,1360,10755044,7908.120588,0.418612,17474276.52,41743372.13,18167.83782,1.403550766,0.000244207,1,0.000173993,18067.90902,3.143681597,1.228254238,12870000.01,4.677475,2239.284144,12870000.01,2239.284144,106.9427556,58.133466,6.16E-07,0.000173993,-6.541854442,-6.826708102,1.00431E+11,1.51021E+11,1.00431E+11,12873,40034,939111536.7,163398.4128,414606.551,72.13845184,16.41,0.002855218,16598358661,2887990.781,0.042908601,0.038286795,0.037666386
8/6/2015,27551,1611240292,1374,9877518,7188.877729,0.41317869,17245792.6,41739307.68,19035.31703,1.317572659,0.000226221,1,0.000171695,17543.47995,3.012135708,1.300148519,12910000.01,4.691345,2216.588277,12910000.01,2216.588277,52.92572549,56.85635358,6.15E-07,0.000171695,-4.628688833,-7.141260544,1.00444E+11,1.51035E+11,1.00444E+11,13315,39889,1897831057,325848.9598,460972.6175,79.14690159,38.2,0.006558766,18387736738,3157090.757,0.042911086,0.038314763,0.037717362
8/7/2015,44366,1611240292,1377,13623569,9893.659405,0.41251674,17217774.88,41738366.92,17233.61118,1.599508221,0.000274146,1,0.000171394,21519.7836,3.688365222,1.17965863,13100000.01,4.7596,2245.26349,13100000.01,2245.26349,79.85689261,56.60728098,6.13E-07,0.000171394,-1.531347939,-8.482221679,1.00457E+11,1.51049E+11,1.00457E+11,13454,48121,1257965121,215607.8745,298738.7752,51.20208128,8.24,0.001412288,14375608601,2463895.353,0.042886261,0.038206884,0.037707259
8/8/2015,40458,1611240292,1364,17041960,12494.10557,0.37973052,15842194.95,41719572.32,18793.97601,1.880687786,0.000296549,1,0.000157681,25443.82505,4.012007323,1.274321931,12730000.01,4.62455,2007.278903,12730000.01,2007.278903,61.93459176,51.78260766,6.03E-07,0.000157681,-4.978166908,-18.19031111,1.0047E+11,1.51063E+11,1.0047E+11,13529,65407,1622193877,255789.1237,208589.2572,32.89055892,16,0.002522896,13643197544,2151272.787,0.043329871,0.040419927,0.039204607
8/9/2015,41827,1611240292,1378,11583991,8406.379536,0.39812357,16611370.04,41724155.82,17720.53391,1.298917327,0.000214731,1,0.000165315,20217.6482,3.342286597,1.213869891,13040000.01,4.736605,2155.711526,13040000.01,2155.711526,70.11942969,54.39307276,6.21E-07,0.000165315,3.81045094,-18.33080671,1.00483E+11,1.51076E+11,1.00483E+11,15565,71766,1433025853,236901.1002,268095.4615,44.32028191,30.9025,0.005108656,19240138892,3180689.352,0.043467071,0.040339401,0.039319109
8/10/2015,28574,1611240292,1375,13192981,9594.895273,0.39146903,16332832.23,41721901.59,17367.07366,1.523140922,0.000247544,1,0.000162522,21937.7987,3.565380796,1.187067632,13010000.01,4.72529,2114.414706,13010000.01,2114.414706,44.37399019,53.49298782,6.13E-07,0.000162522,-1.198938041,-18.39883072,1.00496E+11,1.5109E+11,1.00496E+11,14403,33940,2264749352,368072.2008,755579.5342,122.7984994,101.59,0.016510637,25644369390,4167781.071,0.043484935,0.040346423,0.039345221
8/11/2015,23922,1611240293,1389,7935018,5712.75594,0.39848536,16623780.95,41717419.95,17478.06209,1.173856609,0.000194151,1,0.000165396,15796.58839,2.612691506,1.20681762,13040000.01,4.73551,2156.762993,13040000.01,2156.762993,57.91662391,54.437747,6.09E-07,0.000165396,14.24076115,-21.94377522,1.00509E+11,1.51104E+11,1.00509E+11,13457,33313,1735408571,287029.5232,542438.9787,89.71720205,56.38999995,0.009326677,18070269699,2988749.152,0.043502547,0.038511018,0.039376045
8/12/2015,27620,1611240293,1382,11049510,7995.303907,0.38884131,16217282.8,41706687.11,17351.10017,1.434925876,0.000231498,1,0.000161331,19410.24232,3.131471817,1.192013513,12860000.01,4.669445,2074.715346,12860000.01,2074.715346,79.26799307,53.1225602,6.02E-07,0.000161331,-3.726719658,-16.2253447,1.00522E+11,1.51118E+11,1.00522E+11,13527,39406,1268126789,204588.0333,335394.7404,54.10953454,45.015,0.00726231,13216565140,2132240.318,0.043501961,0.034984499,0.039287029
8/13/2015,23410,1611240293,1377,9960565,7233.525781,0.37942355,15822226.14,41700696.36,16873.60108,1.373975877,0.000216237,1,0.000157381,18220.2941,2.867523614,1.155015564,12830000.01,4.65813,2019.195069,12830000.01,2019.195069,106.3347404,51.92354651,5.95E-07,0.000157381,2.626275554,-17.50174499,1.00535E+11,1.51132E+11,1.00535E+11,13261,34016,945454845.7,148796.396,232853.2119,36.64661395,70.1,0.011032391,7920734857,1246571.22,0.043258629,0.0351499,0.039404873
8/14/2015,24204,1611240294,1382,9974577,7217.494211,0.38201075,15928025.04,41695227.4,16563.2301,1.404129862,0.000222432,1,0.000158413,16379.17484,2.594673606,1.13788716,12790000.01,4.6428,2026.10179,12790000.01,2026.10179,112.2744357,52.51918755,5.95E-07,0.000158413,11.39186896,-16.04573119,1.00547E+11,1.51145E+11,1.00547E+11,11665,34984,895551020.9,141866.8901,323590.0204,51.26085371,55.36167943,0.008770008,11320473272,1793309.706,0.042811568,0.035216965,0.039395476
8/15/2015,47699,1611240294,1384,11905703,8602.386561,0.36821398,15349316.87,41685861.19,17043.54752,1.285715704,0.000196249,1,0.000152638,24972.45611,3.81175045,1.17257925,12650000.01,4.5917,1930.87308,12650000.01,1930.87308,85.28256846,50.46699903,5.83E-07,0.000152638,20.60809071,-11.73395067,1.0056E+11,1.51159E+11,1.0056E+11,19423,68450,1179140560,179981.8785,208954.2541,31.89439872,75,0.011447864,14302918694,2183171.592,0.042903932,0.032291311,0.036227754
8/16/2015,64399,1611240294,1369,15129054,11051.17166,0.35904731,14959944.85,41665664.2,17008.99979,1.205543793,0.000179321,1,0.000148747,33388.7409,4.96648742,1.157519571,12690000.01,4.60557,1887.604136,12690000.01,1887.604136,75.23386271,49.14526818,5.74E-07,0.000148747,14.03772037,-16.32770539,1.00573E+11,1.51173E+11,1.00573E+11,27696,92888,1336802763,198845.8962,193801.1742,28.82741511,50,0.007437369,18001803469,2677720.935,0.042841357,0.031949673,0.035561352
8/17/2015,27854,1611240294,1355,13536326,9989.908487,0.36293438,15120048.35,41660556.37,17122.81178,1.583696599,0.000238062,1,0.000150321,21345.06276,3.208603354,1.153348345,12490000.01,4.532205,1877.504713,12490000.01,1877.504713,141.2011764,49.85559629,5.83E-07,0.000150321,20.7965497,-17.25826479,1.00585E+11,1.51187E+11,1.00585E+11,13478,34451,712354656.7,107081.6032,564016.1114,84.78325912,58.82551487,0.008842689,19430919054,2920868.06,0.04278619,0.031680069,0.035570179
8/18/2015,24282,1611240295,1386,10259795,7402.449495,0.30021905,12497023.93,41626352.44,17832.71197,1.330220597,0.000165249,1,0.000124227,18216.04085,2.26292491,1.228645923,12940000.01,4.694995,1607.497952,12940000.01,1607.497952,84.99181876,41.51450852,5.70E-07,0.000124227,15.17399795,-28.47164649,1.00598E+11,1.512E+11,1.00598E+11,13694,33640,1183622812,147037.9633,522552.7743,64.91518654,85.46470799,0.010617028,17578675327,2183746.875,0.045086929,0.045819145,0.042902926
8/19/2015,20173,1611240295,1344,7466356,5555.324405,0.31399207,13064057.55,41606330.2,18118.9814,1.216042505,0.0001579,1,0.000129847,13827.61933,1.795480177,1.210540062,12610000.01,4.574545,1637.375495,12610000.01,1637.375495,64.74322609,43.48496521,5.71E-07,0.000129847,12.29860535,-25.98161116,1.00611E+11,1.51214E+11,1.00611E+11,11371,29772,1553998335,201782.6163,449591.9758,58.37834128,63.96258621,0.008305374,13385252303,1738039.977,0.045210785,0.046780922,0.043311212
8/20/2015,22167,1611240295,1388,8771447,6319.486311,0.33146713,13789820.35,41602376.06,18175.75403,1.339635794,0.000183588,1,0.000137043,15040.09106,2.061140115,1.254088027,13130000.01,4.762885,1799.37539,13130000.01,1799.37539,90.30171219,46.07146572,5.82E-07,0.000137043,2.323406896,-21.14443766,1.00624E+11,1.51228E+11,1.00624E+11,11227,30277,1114308833,152708.2933,366227.0109,50.18887056,60.03749999,0.008227723,11088255210,1519568.434,0.04539245,0.04821738,0.044027781
8/21/2015,21205,1611240295,1377,8242057,5985.517066,0.34649972,14414113.89,41599207.49,18445.4329,1.314636859,0.000188294,1,0.000143229,14439.97126,2.068219232,1.262609089,13010000.01,4.71872,1863.406217,13010000.01,1863.406217,67.65269634,48.39222152,6.15E-07,0.000143229,6.079632372,-23.35915337,1.00637E+11,1.51241E+11,1.00637E+11,10984,29495,1487553505,213060.4494,602934.7757,86.35760252,69,0.009882785,17783561209,2547117.486,0.045472615,0.04683701,0.044494894
8/22/2015,31382,1611240296,1389,9696901,6981.210223,0.3521843,14643965.69,41580404.61,17022.75682,1.36791826,0.000199024,1,0.000145494,17105.81784,2.488790825,1.1753799,13080000.01,4.74354,1903.0592,13080000.01,1903.0592,74.06583104,49.59820776,6.31E-07,0.000145494,40.90550379,-18.43578697,1.0065E+11,1.51255E+11,1.0065E+11,12505,41297,1358927378,197715.5388,430363.5708,62.61524101,124.52,0.018116891,17772724382,2585821.608,0.045485836,0.046486905,0.044110555
8/23/2015,38008,1611240296,1380,10754049,7792.78913,0.34073401,14161588.28,41562004.42,17318.68759,1.452276094,0.00020431,1,0.000140683,18400.33811,2.588613591,1.188064949,13070000.01,4.73916,1838.725976,13070000.01,1838.725976,92.01549456,48.25126116,6.15E-07,0.000140683,17.91360421,-25.53977393,1.00663E+11,1.51269E+11,1.00663E+11,12670,46554,1093980487,153904.387,436506.63,61.40903435,117.67,0.016554161,20321129655,2858836.185,0.045555263,0.045097404,0.044162421
8/24/2015,23605,1611240296,1366,8718986,6382.859444,0.31476398,13072533.04,41531222.39,16978.92347,1.359581202,0.000176538,1,0.000129848,15346.9526,1.992763659,1.152940696,12880000.01,4.66981,1672.435995,12880000.01,1672.435995,90.41028247,45.17226294,6.13E-07,0.000129848,-1.773539986,-31.29996491,1.00676E+11,1.51283E+11,1.00676E+11,11288,29525,1113546300,144591.22,591318.6069,76.78125171,90.9,0.011803139,17458681869,2266966.457,0.045943491,0.046832054,0.045224793
8/25/2015,24168,1611240296,1372,7946347,5791.798105,0.31624204,13129082.48,41515930.66,15709.69627,1.318199615,0.000171884,1,0.000130393,14368.37581,1.873530181,1.071440402,12810000.01,4.64353,1670.329476,12810000.01,1670.329476,48.5407988,46.31505856,5.86E-07,0.000130393,13.19174904,-31.23380657,1.00689E+11,1.51297E+11,1.00689E+11,10900,29914,2074313733,270475.2044,525474.0621,68.51794023,87,0.011344158,15719031095,2049645.664,0.045942519,0.046843538,0.04522444
8/26/2015,41544,1611240296,1366,9012902,6598.02489,0.32527928,13503097.54,41512319.73,15936.26678,1.414622662,0.000189687,1,0.00013409,15324.60729,2.054876869,1.082139898,12890000.01,4.672,1728.420334,12890000.01,1728.420334,56.23351611,48.3469481,5.93E-07,0.00013409,-11.09027929,-28.38070814,1.00702E+11,1.5131E+11,1.00702E+11,10833,47781,1790777858,240125.4354,246356.3555,33.03392817,9,0.00120681,11771153022,1578394.122,0.045932981,0.047421702,0.044482852
8/27/2015,20962,1611240297,1369,8029818,5865.462381,0.31725277,13167562.35,41504956.92,16278.69848,1.349295333,0.000176408,1,0.000130741,13812.73633,1.805893306,1.107820114,13000000.01,4.71142,1699.635209,13000000.01,1699.635209,89.28381862,47.83344693,5.81E-07,0.000130741,-6.32119726,-31.26431213,1.00715E+11,1.51324E+11,1.00715E+11,10237,27846,1128028988,147479.8295,389485.8801,50.92183961,79.29999999,0.010367775,10845623817,1417969.546,0.045970116,0.047210018,0.044327956
8/28/2015,21638,1611240297,1369,7762640,5670.299489,0.3215497,13343835.36,41498516.01,16474.02256,1.269836646,0.000168221,1,0.000132474,12928.2069,1.712656064,1.121112574,12940000.01,4.689155,1714.218349,12940000.01,1714.218349,83.57203796,48.77159552,5.71E-07,0.000132474,-0.944649823,-28.63977655,1.00728E+11,1.51338E+11,1.00728E+11,10181,29097,1205279637,159668.6605,549284.1153,72.76606713,80.34524013,0.010643685,15982519904,2117274.255,0.045971974,0.047382293,0.043706545
8/29/2015,30008,1611240297,1376,8691639,6316.59811,0.31630961,13121266.09,41482349.99,16208.98012,1.343078625,0.000174933,1,0.000130248,15294.97938,1.992139058,1.108715815,13030000.01,4.72091,1697.130235,13030000.01,1697.130235,155.7994133,48.35435264,5.67E-07,0.000130248,0.638691016,-30.36897521,1.00741E+11,1.51351E+11,1.00741E+11,11388,40189,646605166.3,84218.96983,542203.4638,70.62086655,139.3,0.018143534,21790615005,2838182.006,0.045958823,0.047257662,0.043707834
8/30/2015,36504,1611240297,1365,9790422,7172.47033,0.31474895,13054249.59,41475117.52,14589.17194,1.393464041,0.000180546,1,0.000129566,16527.87699,2.141458587,0.989941231,12600000.01,4.56469,1632.537455,12600000.01,1632.537455,88.67513573,48.31257409,5.66E-07,0.000129566,-1.296713676,-30.13245229,1.00753E+11,1.51365E+11,1.00753E+11,11861,47947,1136206950,147214.3176,515580.555,66.8019497,115.59,0.014976588,24720540871,3202953.082,0.045803319,0.047270199,0.043262651
8/31/2015,22794,1611240298,1388,9103958,6559.04755,0.30935269,12828741.4,41469629.08,15865.3577,1.400186644,0.00017826,1,0.000127312,15705.89358,1.99954346,1.094675638,13120000.01,4.7523,1670.329044,13120000.01,1670.329044,74.33134046,47.75903889,5.52E-07,0.000127312,-3.115134264,-28.11823931,1.00766E+11,1.51379E+11,1.00766E+11,11217,29717,1355638482,172588.5921,651846.2821,82.98763539,100,0.012731166,19370915965,2466143.561,0.045817461,0.046847686,0.043267054
9/1/2015,20285,1611240298,1379,7670889,5562.64612,0.30981561,12844381.3,41458147.05,15611.00942,1.273548565,0.000162314,1,0.000127451,13535.27415,1.725078076,1.070141905,12910000.01,4.67565,1645.386545,12910000.01,1645.386545,69.03571824,48.04637857,5.59E-07,0.000127451,-3.491671866,-27.09011578,1.00779E+11,1.51393E+11,1.00779E+11,10628,28177,1459814399,186054.1417,459898.2747,58.61428604,100,0.012745055,12958553685,1651574.738,0.045808081,0.046897393,0.043243544
9/2/2015,20714,1611240298,1385,7917970,5716.945848,0.30690504,12721603.52,41451269.89,17086.95567,1.240602384,0.000156584,1,0.000126216,14686.25102,1.853637375,1.176415086,13120000.01,4.751205,1655.951702,13120000.01,1655.951702,117.9296649,47.69801787,5.50E-07,0.000126216,-2.936607365,-28.94253722,1.00792E+11,1.51406E+11,1.00792E+11,11838,29804,854682794.2,107874.499,618296.2779,78.03877845,86,0.010854561,18427702268,2325867.753,0.045812432,0.046629951,0.043136784
9/3/2015,18691,1611240298,1378,7364220,5344.13643,0.29514902,12228986.69,41433262.6,15896.9323,3.800669534,0.00046107,1,0.000121313,40074.25956,4.861518496,1.08895181,13000000.01,4.70704,1577.065707,13000000.01,1577.065707,90.69045553,45.90003611,5.34E-07,0.000121313,-10.14794814,-30.70319507,1.00805E+11,1.5142E+11,1.00805E+11,10544,26244,1111533236,134843.1499,776111.4691,94.15221399,100.0905994,0.012142266,20368269395,2470930.704,0.045904047,0.046912396,0.04318704
9/4/2015,20249,1611240299,1374,7374842,5367.425036,0.30261301,12535830.74,41425286.86,17101.04985,1.232450143,0.000153244,1,0.000124341,12757.09143,1.58622736,1.168034376,12840000.01,4.64864,1596.536282,12840000.01,1596.536282,86.38404444,47.16526782,5.38E-07,0.000124341,-23.04699983,-28.5366928,1.00818E+11,1.51434E+11,1.00818E+11,10351,28548,1167093949,145117.4325,415979.776,51.72327139,100.9064631,0.012546794,11875390645,1476595.952,0.045941933,0.047384643,0.042942053
9/5/2015,31401,1611240299,1364,9491773,6958.777859,0.31703816,13132928.26,41423809.58,17815.10431,1.34413636,0.000175069,1,0.000130247,16847.40514,2.194320947,1.207949723,12790000.01,4.630025,1665.856831,12790000.01,1665.856831,81.2777165,49.67587905,5.52E-07,0.000130247,-20.43255998,-24.14078581,1.00831E+11,1.51448E+11,1.00831E+11,12534,43098,1240574783,161580.9207,297294.6008,38.7216764,151.715,0.019760396,12812802705,1668826.809,0.046008407,0.048533293,0.043484453
9/6/2015,36909,1611240299,1374,10017185,7290.527656,0.31826893,13180247.92,41412298.31,17546.91074,1.31730849,0.000172171,1,0.000130699,17957.54934,2.347039674,1.198487526,12950000.01,4.68733,1692.55633,12950000.01,1692.55633,93.14491966,50.00728301,5.43E-07,0.000130699,-36.31571149,-23.74341646,1.00844E+11,1.51461E+11,1.00844E+11,13632,49466,1082657389,141502.5958,430926.8752,56.32185404,135,0.01764441,21316228807,2786016.832,0.045970205,0.04857032,0.043433388
9/7/2015,24859,1611240299,1371,9931591,7244.048869,0.31644638,13102457.23,41404983.56,18358.2923,1.22157105,0.000158696,1,0.000129911,20015.44166,2.600229016,1.25116865,13030000.01,4.715435,1692.742267,13030000.01,1692.742267,122.2307204,50.44312146,5.40E-07,0.000129911,-30.69101254,-17.61140319,1.00857E+11,1.51475E+11,1.00857E+11,16385,34220,825136800.7,107194.4695,323272.9711,41.99676298,53.89285714,0.007001283,11062401071,1437129.229,0.045932203,0.046495768,0.0431933
9/8/2015,24278,1611240300,1372,8950572,6523.740525,0.31898829,13206131.55,41400051.62,18514.34721,1.211988974,0.000158676,1,0.000130922,16861.19061,2.207500558,1.262724579,13170000.01,4.76544,1724.242554,13170000.01,1724.242554,90.85680037,51.06514669,5.36E-07,0.000130922,-23.93670473,-20.80467744,1.0087E+11,1.51489E+11,1.0087E+11,13912,36663,1110211180,145351.0524,414993.3636,54.33175527,98.78469879,0.012933089,15214901689,1991965.144,0.045936389,0.045469142,0.042618203
9/9/2015,20318,1611240300,1379,7578948,5495.973894,0.31385298,12992807.79,41397752.1,18839.51665,1.204795286,0.000155166,1,0.000128791,13599.72919,1.751517871,1.291457567,12930000.01,4.678205,1665.263019,12930000.01,1665.263019,125.8511258,50.53060808,5.39E-07,0.000128791,-32.65397008,-20.75507866,1.00883E+11,1.51503E+11,1.00883E+11,11288,28538,801607176.3,103239.5039,589703.2796,75.94826474,100,0.012879064,16828952193,2167411.579,0.045882156,0.045464886,0.042618948
9/10/2015,17566,1611240300,1378,6700751,4862.664006,0.30977183,12822848.22,41394494.53,18574.30516,1.208113189,0.000153538,1,0.000127089,11816.5551,1.501756644,1.272353863,13270000.01,4.80048,1686.473808,13270000.01,1686.473808,110.5445585,50.11610134,5.32E-07,0.000127089,-32.68933139,-23.16062101,1.00896E+11,1.51516E+11,1.00896E+11,9781,25756,912721864.9,115997.1001,1011598.71,128.5632802,100,0.012708921,26054736382,3311275.846,0.045858194,0.045221501,0.041643871
9/11/2015,20934,1611240300,1376,7465339,5425.391715,0.31266327,12942437.88,41394174.12,18229.54944,1.236885719,0.00015864,1,0.000128258,12944.00905,1.660171312,1.246925445,13050000.01,4.72018,1673.765488,13050000.01,1673.765488,107.6225334,50.99823148,5.33E-07,0.000128258,-38.56343523,-20.50010655,1.00909E+11,1.5153E+11,1.00909E+11,10465,30833,937624142.1,120257.6957,421409.4862,54.04909227,103.39,0.013260583,12993318687,1666495.662,0.045863976,0.045230558,0.040098936
