date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
12/8/2013,6990,1611240186,2486,1707027,686.656074,,,0,0.494418205,0.91011702,,1,,4245.6959,,6.11001E-05,1240744202,36500,,1240744202,,6.75856011,,,,,,1240744202,1.42833E+11,1240744202,4665,9314,183581144.9,,99231.98706,,17905.62153,,924246727.5,,,,
12/9/2013,10863,1611240186,1526,2759110,1808.066841,,,0,2.376903574,0.81827322,,1,,7641.853601,,0.000180307,761942868,13886.79986,,761942868,,3.05632794,,,,,,2002687070,1.42848E+11,2002687070,9339,18696,655259222.1,,129690.2228,,27823.36316,,2424688406,,,,
12/10/2013,12132,1611240187,1417,2971715,2097.187721,,,0,3.361733389,0.579751376,,1,,5478.650505,,0.000236799,710930177,9562.495205,,710930177,,3.41312851,,,,,,2713617247,1.42862E+11,2713617247,9450,18999,795052760.4,,129582.3878,,20703.72897,,2461935786,,,,
12/11/2013,43044,1611240187,1575,8431778,5353.509841,,,0,5.092980515,0.098897799,,0.0001,,2863.19017,,0.000398748,770966106,8075.646535,,770966106,,2.32270357,,,,,,3484583353,1.42878E+11,3484583353,28951,56999,1500227319,,76269.77196,,1752.573069,,4347300732,,,,
12/12/2013,61432,1611240187,1460,13549784,9280.673973,,,0,7.277435615,0.021665208,,0.0001,,954.0491131,,0.000528174,698818257,6097.15929,,698818257,,3.12941679,,,,,,4183401610,1.42893E+11,4183401610,44036,84256,1336799121,,64637.40539,,833.6768943,,5446089229,,,,
12/13/2013,64759,1611240187,1590,14896480,9368.855346,,,0,9.754230778,0.040522169,,0.0001,,2052.731514,,0.000770968,787422756,5781.924485,,787422756,,2.55321802,,,,,,4970824366,1.42909E+11,4970824366,50657,99546,1946885983,,92225.5363,,2162.010677,,9180683236,,,,
12/14/2013,98292,1611240187,1555,24502291,15757.10032,,,0,17.83852465,0.021442024,,0.0001,,1724.453336,,0.001378908,776751325,4932.762205,,776751325,,2.68678528,,,,,,5747575691,1.42924E+11,5747575691,80424,159352,2139201721,,69981.14682,,619.6235808,,11151635708,,,,
12/15/2013,157712,1611240187,1670,40722710,24384.85629,,,0,36.86330359,3.094865155,,0.0001,,399098.336,,0.00306025,834560247,4627.897415,,834560247,,1.9177214,,,,,,6582135938,1.42941E+11,6582135938,128955,253732,3432269124,,106827.8907,,369.0594425,,27105654363,,,,
12/16/2013,127087,1611240188,1545,30370178,19657.07314,,,0,81.52449647,41.08415822,,0.0001,,3890423.279,,0.006261274,791014644,3915.834245,,791014644,,3.33711792,,,,,,7373150582,1.42956E+11,7373150582,94694,184142,2209436635,,389861.3163,,200,,71789842499,,,,
12/17/2013,131166,1611240188,1444,26736025,18515.25277,,,0,107.799271,0.004047352,,0.0001,,374.4934019,,0.007738007,707277501,3194.834415,,707277501,,2.98305356,,,,,,8080428083,1.42971E+11,8080428083,92528,183302,2708777406,,67876.47966,,119.8897142,,12441894474,,,,
12/18/2013,134838,1611240188,1493,29189764,19551.08104,,,0,135.9522466,0.054491203,,0.0001,,5188.434404,,0.010090027,739786847,3061.40173,,739786847,,2.80978559,,,,,,8820214930,1.42986E+11,8820214930,95216,189745,3139106046,,74798.61711,,471.0600131,,14192663603,,,,
12/19/2013,248993,1611240188,1581,60808521,38462.06262,,,0,215.9969108,0.02435769,,0.0001,,4689.415576,,0.016975615,771582898,2936.131175,,771582898,,2.16716894,,,,,,9591797828,1.43001E+11,9591797828,192523,391289,4425957585,,70647.5828,,358.9859723,,27643622025,,,,
12/20/2013,255225,1611240188,1494,62215562,41643.6158,,,0,332.2682615,0.007064661,,0.0001,,1412.579055,,0.024676614,758765431,2675.69382,,758765431,,4.0475548,,,,,,10350563259,1.43016E+11,10350563259,199950,514186,2557238573,,85827.32365,,135.0990055,,44131208236,,,,
12/21/2013,226438,1611240188,1418,49588061,34970.42384,,,0,349.5950696,0.011006924,,0.0001,,1842.713224,,0.024642664,726686334,2394.461685,,726686334,,4.33210121,,,,,,11077249593,1.43031E+11,11077249593,167414,334202,2557015419,,119406.368,,1500,,39905846986,,,,
12/22/2013,210197,1611240189,1393,45628001,32755.20531,,,0,327.9807278,0.008480596,,0.0001,,1341.833896,,0.022711487,700004797,2169.450865,,700004797,,4.54505395,,,,,,11777254390,1.43044E+11,11777254390,158224,315916,2591224336,,120305.7028,,1921.263756,,38006496398,,,,
12/23/2013,197803,1611240189,1480,41837129,28268.33041,,,0,321.1956552,0.008283877,,0.0001,,1234.363984,,0.023630749,734348244,2142.30837,,734348244,,4.83055566,,,,,,12511602634,1.43059E+11,12511602634,149008,305347,2590095945,,133311.1843,,1859.296085,,40706170183,,,,
12/24/2013,176977,1611240189,1458,38892970,26675.56241,,,0,398.5555173,0.008619097,,0.0001,,1089.824504,,0.028886337,727433683,2005.53338,,727433683,,3.72385267,,,,,,13239036317,1.43074E+11,13239036317,126443,249049,3555198739,,130282.1505,,2996.279919,,32446639292,,,,
12/25/2013,244147,1611240189,1470,39518980,26883.65986,,,0,441.6023297,0.006525783,,0.0001,,855.745494,,0.032269691,730638124,1909.013145,,730638124,,4.63634781,,,,,,13969674441,1.43089E+11,13969674441,131133,325089,3013077318,,110718.6275,,1131.537,,35993407890,,,,
12/26/2013,286503,1611240189,1429,68392091,47860.10567,,,0,431.8255756,0.117639086,,0.0001,,14802.2909,,0.030675151,713324497,1771.518375,,713324497,,6.25581631,,,,,,14697192104,1.43103E+11,14697192104,125828,1222909,2349364394,,26235.33591,,1.00E-08,,32083428408,,,,
12/27/2013,173620,1611240189,1373,37771678,27510.32629,,,0,426.6488249,0.353896249,,0.0001,,47260.01284,,0.029119721,683197526,1622.829055,,683197526,,6.09188052,,,,,,15366196464,1.43117E+11,15366196464,133542,265389,2522406078,,119462.2454,,2000,,31703965834,,,,
12/28/2013,149526,1611240189,1444,31799281,22021.66274,,,0,437.5523631,0.339933659,,0.0001,,38676.292,,0.031408222,718112583,1629.60747,,718112583,,6.48105722,,,,,,16084309047,1.43131E+11,16084309047,113776,225773,2481741558,,135539.3217,,4497.331463,,30601119272,,,,
12/29/2013,160057,1611240190,1423,33037206,23216.5889,,,0,385.1654563,0.319620888,,0.0001,,37271.63104,,0.027245724,717340085,1558.35363,,717340085,,6.21055844,,,,,,16801649132,1.43145E+11,16801649132,116612,243359,2705336291,,118894.1457,,2344.222032,,28933960397,,,,
12/30/2013,157988,1611240190,1412,33722860,23883.04533,,,0,364.3047876,0.475174317,,0.0001,,58368.51242,,0.025570881,708484813,1476.84183,,708484813,,6.38249374,,,,,,17510133945,1.43159E+11,17510133945,122836,243071,2743462768,,128460.5697,,5201.740003,,31225039128,,,,
12/31/2013,141755,1611240190,1422,30123830,21184.12799,,,0,345.9606716,0.491503798,,0.0001,,53396.48107,,0.024455269,703929399,1409.84316,,703929399,,5.82191311,,,,,,18224314571,1.43174E+11,18224314571,108639,217206,3130296559,,136664.0205,,5407.400458,,29684245230,,,,
1/1/2014,142092,1611240190,1453,30408529,20928.09979,,,0,357.2640607,0.50744861,,0.01013265,,56073.07141,,0.025804834,743166326,1430.88249,,743166326,,6.13050485,,,,,,18957229670,1.43188E+11,18957229670,110500,217461,3092278718,,147422.3635,,5662.087001,,32058614594,,,,
1/2/2014,145633,1611240190,1416,32327474,22830.13701,,,0,360.2393909,0.613065814,,1,,68795.7934,,0.025357158,691044881,1283.733105,,691044881,,5.37287704,,,,,,19648274551,1.43202E+11,19648274551,112216,221173,3656937319,,136547.1736,,5530.42533,,30200548031,,,,
1/3/2014,144028,1611240190,1439,31682793,22017.22933,,,0,330.8714487,0.557179903,,1,,62019.13783,,0.023668253,699428419,1254.644795,,699428419,,4.01217669,,,,,,20347702970,1.43217E+11,20347702970,111309,218025,5071487255,,154861.39,,6102.935709,,33763654554,,,,
1/4/2014,146684,1611240191,1406,33116011,23553.35064,,,0,298.3500952,0.572262839,,1,,64029.34448,,0.020852476,678663575,1177.24983,,678663575,,5.05753236,,,,,,21041597701,1.43231E+11,21041597701,111888,221356,4160447472,,147880.1029,,6022.098914,,32734148063,,,,
1/5/2014,121672,1611240191,1404,26818969,19101.82977,,,0,279.24726,0.648873822,,1,,60034.45485,,0.019489565,707058677,1187.46326,,707058677,,5.55928506,,,,,,21733425222,1.43245E+11,21733425222,92521,182523,3909392120,,172510.8099,,10403.78623,,31487190556,,,,
1/6/2014,120514,1611240191,1375,26852610,19529.17091,,,0,269.9626686,0.67585587,,1,,63194.55144,,0.018452386,704199226,1145.543375,,704199226,,7.20308924,,,,,,22437624448,1.43259E+11,22437624448,93503,183567,3115000202,,153013.3038,,10033.71682,,28088193132,,,,
1/7/2014,120383,1611240191,1429,26232959,18357.56403,,,0,258.5099945,0.66605961,,1,,62060.10414,,0.01836351,711509001,1121.85962,,711509001,,6.88279855,,,,,,23149133449,1.43273E+11,23149133449,93175,183669,3363331540,,158905.2251,,10122.03839,,29185963794,,,,
1/8/2014,111999,1611240191,1391,24665550,17732.24299,,,0,256.5516217,0.618540052,,1,,53667.0091,,0.017739771,684762013,1048.6669,,684762013,,8.79652148,,,,,,23833895462,1.43287E+11,23833895462,86764,172294,2709468227,,159827.5097,,9375.700813,,27537320960,,,,
1/9/2014,119043,1611240191,1515,28635723,18901.46733,,,0,267.2585674,0.752301583,,1,,68836.34716,,0.020127526,743974639,1104.85865,,743974639,,7.4237454,,,,,,24577870101,1.43302E+11,24577870101,91501,180829,3310710265,,184057.5213,,10048.31363,,33282937524,,,,
1/10/2014,124631,1611240192,1456,28482139,19561.90865,,,0,326.2373582,0.776268076,,1,,75218.04778,,0.023612457,703304146,1015.40372,,703304146,,8.43773255,,,,,,25281174247,1.43316E+11,25281174247,96897,191186,2996204739,,154485.1673,,8451.417107,,29535401203,,,,
1/11/2014,127327,1611240192,1450,30035935,20714.43793,,,0,406.8169299,0.721275751,,1,,69939.94576,,0.02932332,710307257,997.48879,,710307257,,6.54316532,,,,,,25991481504,1.43331E+11,25991481504,96967,191704,3972310072,,161756.7529,,9054.803877,,31009416567,,,,
1/12/2014,115599,1611240192,1343,25615290,19073.1869,,,0,408.2773886,1.167962314,,1,,104057.2665,,0.027256963,677405238,927.12117,,677405238,,10.15355697,,,,,,26668886742,1.43344E+11,26668886742,89093,176963,2626556074,,187147.2911,,10000,,33118146072,,,,
1/13/2014,122339,1611240192,1423,28281716,19874.71258,,,0,371.9064023,1.236926881,,1,,115912.418,,0.026307809,716739626,955.282015,,716739626,,7.89901504,,,,,,27385626368,1.43359E+11,27385626368,93710,185577,3466967241,,181468.7346,,10038.96328,,33676423358,,,,
1/14/2014,129205,1611240192,1485,28718059,19338.76027,,,0,363.6005068,1.118314523,,1,,112231.8089,,0.026840899,734150583,952.94127,,734150583,,8.08528316,,,,,,28119776951,1.43373E+11,28119776951,100358,198197,3477896370,,172489.2897,,10075.08924,,34186859756,,,,
1/15/2014,135236,1611240192,1496,30903234,20657.24198,,,0,445.9709543,1.213515105,,1,,120506.904,,0.033165327,756097987,955.73133,,756097987,,7.48218978,,,,,,28875874938,1.43388E+11,28875874938,99304,195860,3859281278,,291157.0457,,10106.34333,,57026018963,,,,
1/16/2014,118916,1611240192,1410,25031661,17752.95106,,,0,470.0529805,1.132565574,,1,,99756.37579,,0.032946709,704298657,868.408365,,704298657,,10.05668425,,,,,,29602322451,1.43403E+11,29602322451,88080,171950,2943546970,,255246.8867,,10457.00846,,43889702168,,,,
1/17/2014,145967,1611240193,1467,31541054,21500.37764,,,0,509.3094772,1.784415567,,1,,203021.8812,,0.037141376,759774182,914.03446,,759774182,,10.18725366,,,,,,30339947777,1.43417E+11,30339947777,113775,223184,2978226399,,204601.633,,10106.24395,,45663810856,,,,
1/18/2014,149155,1611240193,1460,36283635,24851.80479,,,0,596.8245704,1.687982087,,1,,190861.8226,,0.043315733,738702172,867.5612,,738702172,,6.68987119,,,,,,31078649949,1.43432E+11,31078649949,113071,219285,4645627558,,202937.2339,,9429.184576,,44501091342,,,,
1/19/2014,164827,1611240193,1492,38312760,25678.79357,,,0,689.6462657,1.643872368,,1,,206182.6917,,0.051149493,740013410,848.888165,,740013410,,6.58847703,,,,,,31818663359,1.43447E+11,31818663359,125425,242687,4829441347,,235886.4326,,7534.72861,,57246570670,,,,
1/20/2014,181698,1611240193,1478,45969550,31102.53721,,,0,787.899506,1.436960356,,1,,191358.5736,,0.057888378,732146964,820.772945,,732146964,,6.57449727,,,,,,32558773479,1.43461E+11,32558773479,133169,255350,4952283370,,258540.0915,,6433.309573,,66018212358,,,,
1/21/2014,215443,1611240193,1506,55239156,36679.38645,,,0,1009.18285,1.526725614,,1,,229941.6715,,0.075551128,771119001,844.643945,,771119001,,5.57641526,,,,,,33322735360,1.43477E+11,33322735360,150611,297511,5975655294,,759638.0251,,5700.411422,,2.26001E+11,,,,
1/22/2014,208775,1611240194,1439,44776504,31116.40306,,,0,1287.883562,1.303587929,,1,,203011.659,,0.092126275,700757950,751.78247,,700757950,,6.95123143,,,,,,34022687274,1.43491E+11,34022687274,155733,302368,4894483462,,351165.302,,4793.793997,,1.06181E+11,,,,
1/23/2014,189997,1611240194,1435,38252169,26656.56376,10.30827487,53523504.29,5192285.32,1188.142612,1.233686113,0.001900805,1,0.001540753,165813.582,255.4777089,0.084755247,715858045,752.15623,1102960.15,715858045,1102960.15,7.19145949,,1.9E-06,0.001540753,,,34738545319,1.43505E+11,34738545319,134405,258831,4830527847,7442648.378,532391.6503,820.2838237,5770.095998,8.890290457,1.37799E+11,212314882.4,,,
1/24/2014,184731,1611240194,1456,38803268,26650.59615,6.95312177,66940810.87,9627446.932,1268.384418,1.108922905,0.002093579,1,0.001887939,143728.6067,271.3508556,0.091803321,718536450,739.67104,1356553.055,718536450,1356553.055,7.23060401,,2.4172E-06,0.001887939,,,35457081769,1.4352E+11,35457081769,129611,253656,4903751016,9257983.254,346249.6864,653.6983195,5502.319423,10.38804395,87828310444,165814500.9,,,
1/25/2014,165034,1611240194,1404,36863727,26256.21581,3.92822309,70024211.03,17825925.23,1261.618423,1.147363184,0.002222154,1,0.001936749,128393.3824,248.6657104,0.08805241,698467324,705.1216,1352755.649,698467324,1352755.649,5.24598874,,2.40768E-06,0.001936749,,,36155549093,1.43534E+11,36155549093,111903,220623,6892037119,13348143.61,664671.3805,1287.301401,7842.431494,15.18881864,1.46642E+11,284008297,,,
1/26/2014,171707,1611240194,1403,35268579,25137.97505,3.32673531,71368411.33,21452987.62,1306.077086,1.198228263,0.002320667,1,0.001936749,145765.6664,282.3114581,0.091090398,694049949,687.465455,1344200.304,694049949,1344200.304,7.26324497,,2.37784E-06,0.001936749,,,36849599042,1.43548E+11,36849599042,121651,238049,5073434699,9825967.823,642778.1963,1244.899806,8489.448037,16.44192706,1.53013E+11,296347154,,,
1/27/2014,170378,1611240194,1435,35959006,25058.54077,2.4829285,60774410.88,24476907.41,1217.047779,1.137962842,0.001840933,1,0.001617744,138088.377,223.3916504,0.086817175,717784289,697.39017,1161191.263,717784289,1161191.263,8.14103019,,2.17819E-06,0.001617744,,,37567383331,1.43562E+11,37567383331,121347,238449,4614573643,7465199.057,907848.7217,1468.666868,9646.027817,15.60480411,2.16476E+11,350202146.1,,,
1/28/2014,159382,1611240194,1363,33840911,24828.25459,2.31245923,63148902.99,27308115.19,1155.588422,1.401182657,0.002313329,1,0.001650983,147233.4713,243.0799421,0.078297006,681894300,650.70886,1125795.823,681894300,1125795.823,9.00248426,,2.08939E-06,0.001650983,,,38249277631,1.43576E+11,38249277631,105078,211923,4248746960,7014608.543,1595433.013,2634.032609,8114.657003,13.39715988,3.38109E+11,558212092.7,,,
1/29/2014,181159,1611240195,1406,38166270,27145.2845,2.15366562,61528893.45,28569380.97,1034.511217,1.100446295,0.001737423,1,0.001578835,144841.8418,228.6813701,0.072304719,721794857,676.02745,1139594.987,721794857,1139594.987,9.13482788,,0.00000199,0.001578835,,,38971072488,1.4359E+11,38971072488,131621,260843,4266207638,6735637.961,597681.7011,943.6407919,10001.43643,15.79061795,1.55901E+11,246142095.1,,,
1/30/2014,181121,1611240195,1514,37973207,25081.37847,2.14670842,65319527.48,30427759.41,1141.917613,1.188582548,0.001948324,1,0.0016392,153180.9531,251.0941589,0.085942259,756935544,693.331005,1240768.45,756935544,1240768.45,12.43642217,,2.05035E-06,0.0016392,,,39848427847,1.43605E+11,39848427847,128877,256361,3204171369,5252276.465,532326.4803,872.5893601,9929.236443,16.27600053,1.36468E+11,223697881,,,
1/31/2014,176603,1611240195,1450,35992903,24822.69172,2.42080427,77662016.18,32081080.27,1288.424615,0.92676328,0.001779143,1,0.001919738,115584.9895,221.8928805,0.092869506,726482009,655.467365,1394655.018,726482009,1394655.018,11.57658148,,2.39E-06,0.001919738,,,40454490041,1.4362E+11,40454490041,124719,248961,3494510889,6708544.859,449207.8349,862.3612882,8398.588925,16.12308914,1.11835E+11,214694328.7,,,
2/1/2014,165328,1611240195,1440,34300504,23819.79444,1.87196521,61598167.75,32905615.69,1389.502517,1.056009364,0.001580132,1,0.001496324,124029.3559,185.5880982,0.099464464,711840888,631.15143,1065144.584,711840888,1065144.584,12.40625495,,1.84E-06,0.001496324,,,41166330929,1.43634E+11,41166330929,117451,233365,3318191597,4965089.625,268159.4913,401.2534748,9890.204746,14.79895044,62579039689,93638517.14,,,
2/2/2014,165476,1611240195,1381,35725171,25869.05938,1.74287626,58981289.08,33841352.06,1391.646127,1.027780498,0.001448214,1,0.001409069,120907.07,170.3664291,0.095536343,692002807,603.41873,975079.8457,692002807,975079.8457,10.18553795,,0.00000173,0.001409069,,,41858333736,1.43648E+11,41858333736,117639,232718,4109584978,5790689.642,382433.5346,538.8753169,10000,14.09069206,88999167310,125405986,,,
2/3/2014,161190,1611240195,1406,33933622,24134.86629,1.59043374,54967257.84,34561174.47,1253.697453,1.07810309,0.001392042,1,0.001291196,120587.9868,155.7027124,0.087624224,712478688,610.87568,919949.5504,712478688,919949.5504,10.87480576,,0.0000016,0.001291196,,,42570812424,1.43662E+11,42570812424,111852,220316,3914627384,5054550.771,650252.5447,839.6034102,10040.06681,12.96369295,1.43261E+11,184978064.9,,,
2/4/2014,178642,1611240195,1446,37670267,26051.3603,1.35937863,47788269.46,35154495.28,1210.400998,0.996012496,0.001099315,1,0.001103717,124553.3546,137.4716015,0.087004895,726779264,612.676955,802158.3176,726779264,802158.3176,10.37489029,,1.37951E-06,0.001103717,,,43297591688,1.43676E+11,43297591688,125052,247961,4173305981,4606146.97,962331.6011,1062.141336,9942.18608,10.97335554,2.38621E+11,263369627.7,,,
2/5/2014,155003,1611240196,1416,32685937,23083.28884,1.54664886,56117411.57,36283226.88,1170.557633,1.259248534,0.00160425,1,0.001273974,133093.7553,169.5580202,0.08239525,715279697,592.69576,911247.9322,715279697,911247.9322,12.54408381,,1.62399E-06,0.001273974,,,44049093255,1.4369E+11,44049093255,105693,210025,3511543283,4473615.803,717974.4269,914.6809488,10046.25443,12.79866969,1.50793E+11,192105866.3,,,
2/6/2014,163132,1611240196,1491,34095877,22867.79142,1.52720713,57088242.51,37380811.86,1210.041238,1.325718598,0.001690504,1,0.001275161,146172.4069,186.3933333,0.089685851,746665483,608.74773,952118.6057,746665483,952118.6057,12.27986619,,1.67E-06,0.001275161,,,44769443548,1.43705E+11,44769443548,110259,219906,3645759886,4648930.342,764876.9233,975.3411217,10030.50569,12.79050835,1.68201E+11,214483364.7,,,
2/7/2014,165390,1611240196,1426,32771081,22981.12272,1.31161619,49866722.17,38019294.55,1408.322688,1.181921535,0.001295173,1,0.00109582,132098.6423,144.7563026,0.099831551,717094725,575.17211,785806.5702,717094725,785806.5702,12.57781718,,1.54E-06,0.00109582,,,45506317678,1.4372E+11,45506317678,111766,222955,3617982120,3964656.303,574922.9468,630.0119262,8555,9.374738056,1.28182E+11,140464309,,,
2/8/2014,148926,1611240196,1440,30795077,21385.47014,1.31550403,51346339.88,39031685.84,1348.538141,1.354559545,0.001505456,1,0.001111399,136517.9291,151.7258863,0.09653212,723105044,571.287415,803658.2037,723105044,803658.2037,13.1233419,,1.64E-06,0.001111399,,,46199736637,1.43734E+11,46199736637,100784,202110,3520424675,3912596.371,822335.9368,913.943316,8691.284254,9.659484399,1.66202E+11,184717083.6,,,
2/9/2014,151623,1611240196,1411,35330633,25039.42807,1.48390035,59976778.55,40418332.91,1430.947978,1.320965859,0.001688954,1,0.001278575,137520.4717,175.8302731,0.100368395,709335014,551.934385,906938.201,709335014,906938.201,11.23791385,,1.86E-06,0.001278575,,,46909071651,1.43748E+11,46909071651,104106,204082,4174179681,5337002.877,693850.8474,887.1405286,10015.26185,12.80526604,1.41602E+11,181049413.4,,,
2/10/2014,165212,1611240196,1504,40049125,26628.40758,1.64774186,69207839.78,42001627.43,1476.226127,1.297516027,0.001884032,1,0.00145203,145284.1671,210.9569893,0.110368933,753740511,577.21173,1094453.939,753740511,1094453.939,10.81421915,,2.11834E-06,0.00145203,,,47662812162,1.43763E+11,47662812162,111971,221027,4407420590,6399707.532,600555.2754,872.0243601,9898.9,14.37350114,1.32739E+11,192740928.2,,,
2/11/2014,170929,1611240197,1404,41736547,29726.88533,1.8878401,84800351.28,44919244.69,1620.424077,1.260650565,0.00221075,1,0.001753658,141398.3493,247.9643741,0.113094612,693447631,523.424235,1216070.121,693447631,1216070.121,8.64463132,,0.00000261,0.001753658,,,48356259793,1.43777E+11,48356259793,112163,221590,5593790877,9809597.214,543946.0631,953.8954714,8766.667239,15.37373785,1.20533E+11,211373697.5,,,
2/12/2014,172549,1611240197,1464,39077356,26692.18306,1.84190111,86433875.79,46926447.6,1712.768447,1.258026874,0.002215376,1,0.001760993,139471.1494,245.6076941,0.124648153,726209077,540.042685,1278848.978,726209077,1278848.978,8.75995858,,2.69361E-06,0.001760993,,,49082468870,1.43792E+11,49082468870,110865,220113,5603048051,9866927.447,782389.7835,1377.782799,8818.99789,15.53019206,1.72214E+11,303267905.3,,,
2/13/2014,164305,1611240197,1430,36083304,25233.07972,1.55380015,74363753.62,47859278.31,1745.448069,1.220749929,0.001822837,1,0.001493211,128800.1042,192.3257473,0.124076373,718763439,526.79136,1073265.556,718763439,1073265.556,12.16083268,,2.43623E-06,0.001493211,,,49801232309,1.43806E+11,49801232309,105509,214953,4095215649,6115021.524,326691.2691,487.8190342,6684.784018,9.981793796,70223268374,104858164.9,,,
2/14/2014,144977,1611240197,1337,32458661,24277.23336,1.61598033,78747541.85,48730507.68,1408.110059,1.187024397,0.001862934,1,0.001569415,105303.3083,165.2646392,0.093586699,375119497,272.87473,588718.3349,375119497,588718.3349,12.64888548,,2.34665E-06,0.001569415,,,50176351806,1.4382E+11,50176351806,88712,186794,3966859520,6225650.627,430762.0451,676.0446097,4022.783165,6.313418059,80463765450,126281076.8,,,
2/15/2014,126570,1611240197,1413,28706643,20316.09554,1.53555678,76058888.99,49531798.64,1105.95974,1.260880202,0.001898022,1,0.001505315,99723.01519,150.1145955,0.077683288,350525449,253.215465,527651.3742,350525449,527651.3742,15.22463625,,2.30038E-06,0.001505315,,,50526877255,1.43834E+11,50526877255,79090,163771,3318757600,4995777.092,319514.3694,480.9699169,2800,4.214883261,52327187788,78768924.25,,,
2/16/2014,125045,1611240197,1429,26766889,18731.20294,1.46415517,73560455.37,50240887.55,1040.284347,1.213793093,0.0017549,1,0.001445798,95237.84748,137.6946806,0.073897613,351917752,252.462835,508801.9495,351917752,508801.9495,14.58279607,,2.31977E-06,0.001445798,,,50878795007,1.43848E+11,50878795007,78463,164650,3488960195,5044331.35,213834.3509,309.1612571,2863.986328,4.140745441,35207825874,50903400.99,,,
2/17/2014,98667,1611240198,1370,27558178,20115.45839,1.33475855,71468405.27,53544070.05,974.7579653,1.302545913,0.001817376,1,0.001395249,62845.23521,87.68478035,0.066384009,343876947,245.038005,479794.1239,343876947,479794.1239,8.09377126,,2.21E-06,0.001395249,,,51222671954,1.43862E+11,51222671954,48248,103792,6328653268,8830050.041,235965.9395,329.2313491,2000.234887,2.790826642,24491376788,34171580.18,,,
2/18/2014,77066,1611240198,1504,27702676,18419.33245,1.25833914,69773081.14,55448550.29,1043.834053,1.241644058,0.001678784,1,0.001352066,41323.1559,55.87162451,0.078041465,382126274,270.27739,516659.8541,382126274,516659.8541,13.16092889,,2.15547E-06,0.001352066,,,51604798228,1.43877E+11,51604798228,33281,74509,3921060486,5301531.657,144348.4125,195.1685471,1031.020948,1.39400813,10755255864,14541813.28,,,
2/19/2014,89119,1611240198,1397,35624177,25500.48461,1.180801,67063970.19,56795319.42,1120.435738,1.219292645,0.001573775,1,0.001290728,47506.08004,61.31743164,0.077808936,353450030,248.29417,456207.8798,353450030,456207.8798,11.96761619,,0.00000207,0.001290728,,,51958248258,1.43891E+11,51958248258,38962,92611,4341570405,5603786.849,361392.752,466.4597742,1706.097804,2.202108349,33468944155,43199306.15,,,
2/20/2014,89067,1611240198,1408,36052580,25605.52557,1.07031551,61678339.68,57626315.66,1128.033283,1.322103712,0.001558889,1,0.001179097,45337.58049,53.45742319,0.078953373,351543777,245.29533,414504.3528,351543777,414504.3528,12.61214615,,2.09146E-06,0.001179097,,,52309792035,1.43905E+11,52309792035,34292,83202,4147572618,4890392.082,442822.211,522.1305168,2270.125711,2.676699319,36843693600,43442303.26,,,
2/21/2014,88282,1611240198,1434,32907234,22947.86192,0.98530232,57296392.41,58151078.38,1084.986485,1.172230947,0.001275135,1,0.001087785,43812.13164,47.65815866,0.077342748,362765129,251.38207,394610.2924,362765129,394610.2924,16.05562849,,1.87444E-06,0.001087785,,,52672557164,1.43919E+11,52672557164,37375,94783,3280628796,3568617.226,526221.3108,572.415397,2097.508343,2.28163711,49876834505,54255248.57,,,
2/22/2014,82799,1611240198,1436,22695552,15804.70195,1.14396096,67446919.12,58959109.39,1030.507066,0.925260745,0.001176571,1,0.001271611,35170.08617,44.7226564,0.073561662,367985333,253.230065,467934.0713,367985333,467934.0713,22.62411592,,2.09448E-06,0.001271611,,-17.4682132,53040542497,1.43933E+11,53040542497,38011,95098,2344424980,2981195.79,556993.2174,708.2785114,2000,2.543221315,52968940985,67355869.87,,0.116199532,
2/23/2014,93547,1611240198,1434,26081825,18188.16248,1.01658532,60324361.31,59340185.5,1012.810003,0.951499263,0.001074965,1,0.001129759,43834.61956,49.52257492,0.072197682,355215551,242.816615,401308.1193,355215551,401308.1193,19.9691301,,1.85181E-06,0.001129759,,-40.1591166,53395758048,1.43948E+11,53395758048,46069,115104,2673915077,3020880.78,526912.2901,595.2841299,1437.353568,1.623863751,60649712240,68519584.48,,0.110905564,
2/24/2014,91065,1611240199,1433,31807997,22196.78786,0.89197985,53167953.78,59606675.92,1009.584953,1.333738383,0.001319435,1,0.000989276,54132.43976,53.55190478,0.071917599,348568443,236.72732,344830.2747,348568443,344830.2747,20.27743888,,1.82433E-06,0.000989276,,-48.92080328,53744326491,1.43962E+11,53744326491,40587,106369,2650449438,2622025.104,561035.9791,555.0192356,1431.46177,1.41611028,59676836060,59036841.07,,0.112560694,
